Scenario#,Fault#,Fault-line,Alerts,Hazards,T1,T2,T3
5,1,"if _>=49 and _<139:||data_to_prepend["glucose"]=str(float(loaded_glucose)+17)", Glucose = 320.0 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 319.9715747399378 || Glucose = 319.8652618021538 || Glucose = 319.6167077541378 || Glucose = 319.15184318635784 || Glucose = 318.39131753594023 || Glucose = 317.25437083516346 || Glucose = 315.6622643046646 || Glucose = 313.5413415315106 || Glucose = 310.825750027572 || Glucose = 307.45982062798083 || Glucose = 303.40007983342394 || Glucose = 298.61685759826383 || Glucose = 293.0968185085504 || Glucose = 286.8451752679887 || Glucose = 79.84991545947753 || Glucose = 79.67328913437159 || Glucose = 79.60995495753671 || Glucose = 79.64406414930224 || Glucose = 79.76116596949055 || Glucose = 79.94811448377557 ,N/A,49.0,0.0||1.0||2.0||3.0||4.0||5.0||6.0||7.0||8.0||9.0||10.0||11.0||12.0||13.0||14.0||15.0||16.0||17.0||18.0||55.0||56.0||57.0||58.0||59.0||60.0,N/A
5,2,"if _>=70 and _<92:||data_to_prepend["glucose"]=str(float(loaded_glucose)+40)", Glucose = 320.0 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 319.9715747399378 || Glucose = 319.8652618021538 || Glucose = 319.6167077541378 || Glucose = 319.15184318635784 || Glucose = 318.39131753594023 || Glucose = 317.25437083516346 || Glucose = 315.6622643046646 || Glucose = 313.5413415315106 || Glucose = 310.825750027572 || Glucose = 307.45982062798083 || Glucose = 303.40007983342394 || Glucose = 298.61685759826383 || Glucose = 293.0968185085504 || Glucose = 286.8451752679887 || Glucose = 79.92029967008747 || Glucose = 79.81019543313323 || Glucose = 79.84240382513964 ,N/A,70.0,0.0||1.0||2.0||3.0||4.0||5.0||6.0||7.0||8.0||9.0||10.0||11.0||12.0||13.0||14.0||15.0||16.0||17.0||18.0||55.0||56.0||57.0,N/A
5,3,"if _>=132 and _<138:||data_to_prepend["glucose"]=str(float(loaded_glucose)+99)",N/A,N/A,N/A,N/A,N/A
5,4,"if _>=111 and _<119:||data_to_prepend["glucose"]=str(float(loaded_glucose)+114)",N/A,N/A,N/A,N/A,N/A
5,5,"if _>=31 and _<73:||data_to_prepend["glucose"]=str(float(loaded_glucose)+149)", Glucose = 320.0 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 319.9715747399378 || Glucose = 319.8652618021538 || Glucose = 319.6167077541378 || Glucose = 319.15184318635784 || Glucose = 318.39131753594023 || Glucose = 317.25437083516346 || Glucose = 315.6622643046646 || Glucose = 313.5413415315106 || Glucose = 310.825750027572 || Glucose = 307.45982062798083 || Glucose = 303.40007983342394 || Glucose = 298.61685759826383 || Glucose = 293.0968185085504 || Glucose = 286.8451752679887 || Glucose = 77.65494962890368 || Glucose = 74.82162453927549 || Glucose = 72.16936353738176 || Glucose = 69.68602732974155 || Glucose = 67.36054782895499 || Glucose = 65.18307027415915 || Glucose = 63.144666958128774 || Glucose = 61.23726868772323 || Glucose = 59.45343819682066 || Glucose = 57.78648209889239 || Glucose = 56.230208876513295 || Glucose = 54.77876487479412 || Glucose = 53.42640332671335 || Glucose = 52.167481920007155 || Glucose = 50.9964729678003 || Glucose = 49.90798079233994 || Glucose = 48.89676232258484 || Glucose = 47.95763596526649 || Glucose = 47.085992791782 || Glucose = 46.27764613147205 || Glucose = 45.52872631189851 || Glucose = 44.83508710480856 || Glucose = 44.19290726626063 || Glucose = 43.598641667861926 || Glucose = 43.04898570017821 || Glucose = 42.54035585956033 || Glucose = 42.069871307446704 || Glucose = 41.63514806583843 || Glucose = 41.23357557849019 || Glucose = 40.86539112976192 || Glucose = 40.53249317551645 || Glucose = 40.237598111886456 || Glucose = 39.98366366422789 || Glucose = 39.77351629603851 || Glucose = 39.609631110858786 || Glucose = 39.494022142982686 || Glucose = 39.42820927054618 || Glucose = 39.41323537007576 || Glucose = 39.449713743360306 || Glucose = 39.53789124983273 || Glucose = 39.677716977349924 || Glucose = 39.868909741477275 || Glucose = 40.11102032055216 || Glucose = 40.40348623760249 || Glucose = 40.745678224296675 || Glucose = 41.13693837404244 || Glucose = 41.57661052434846 || Glucose = 42.064063697580885 || Glucose = 42.59870955027169 || Glucose = 43.180014792467716 || Glucose = 43.80750948325032 || Glucose = 44.48079201699219 || Glucose = 45.199531507846906 || Glucose = 45.96346817073786 || Glucose = 46.7724121937543 || Glucose = 47.626241503699326 || Glucose = 48.52489874541852 || Glucose = 49.468387726746336 || Glucose = 50.45676952378773 || Glucose = 51.49015839465532 || Glucose = 52.568717612352884 || Glucose = 53.69265529785005 || Glucose = 54.86222031122399 || Glucose = 56.07769824087616 || Glucose = 57.33940751724267 || Glucose = 58.6476956672379 || Glucose = 60.00293571818018 || Glucose = 61.405522754553424 || Glucose = 62.855870627180295 || Glucose = 64.35440881183787 || Glucose = 65.90157941273071 || Glucose = 67.49783430531106 || Glucose = 69.14363241251401 || Glucose = 70.83943710841402 || Glucose = 72.58571374349657 || Glucose = 74.3829272860917 || Glucose = 76.23154007497064 || Glucose = 78.12956343057765 , H2 ,31.0,0.0||1.0||2.0||3.0||4.0||5.0||6.0||7.0||8.0||9.0||10.0||11.0||12.0||13.0||14.0||15.0||16.0||17.0||18.0||48.0||49.0||50.0||51.0||52.0||53.0||54.0||55.0||56.0||57.0||58.0||59.0||60.0||61.0||62.0||63.0||64.0||65.0||66.0||67.0||68.0||69.0||70.0||71.0||72.0||73.0||74.0||75.0||76.0||77.0||78.0||79.0||80.0||81.0||82.0||83.0||84.0||85.0||86.0||87.0||88.0||89.0||90.0||91.0||92.0||93.0||94.0||95.0||96.0||97.0||98.0||99.0||100.0||101.0||102.0||103.0||104.0||105.0||106.0||107.0||108.0||109.0||110.0||111.0||112.0||113.0||114.0||115.0||116.0||117.0||118.0||119.0||120.0||121.0||122.0||123.0||124.0||125.0,51.0
5,6,"if _>=115 and _<190:||data_to_prepend["glucose"]=str(float(loaded_glucose)+180)", Glucose = 320.0 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 320 || Glucose = 319.9715747399378 || Glucose = 319.8652618021538 || Glucose = 319.6167077541378 || Glucose = 319.15184318635784 || Glucose = 318.39131753594023 || Glucose = 317.25437083516346 || Glucose = 315.6622643046646 || Glucose = 313.5413415315106 || Glucose = 310.825750027572 || Glucose = 307.45982062798083 || Glucose = 303.40007983342394 || Glucose = 298.61685759826383 || Glucose = 293.0968185085504 || Glucose = 286.8451752679887 || Glucose = 79.92029967008747 || Glucose = 79.80964587186207 || Glucose = 79.84038370866767 || Glucose = 79.99932965334607 || Glucose = 79.51465695016381 || Glucose = 77.5029976321966 || Glucose = 75.47018486266029 || Glucose = 73.43448039368704 || Glucose = 71.41318601541784 || Glucose = 69.42213046167804 || Glucose = 67.47532574948366 || Glucose = 65.58461460647901 || Glucose = 63.75996727933063 || Glucose = 62.009412239652285 || Glucose = 60.339063879962126 || Glucose = 58.752945814023164 || Glucose = 57.253272238060525 || Glucose = 55.84072267593662 || Glucose = 54.514318569341484 || Glucose = 53.27209501672756 || Glucose = 52.11132929408302 || Glucose = 51.028738164806654 || Glucose = 50.02052875606849 || Glucose = 49.082593236473286 || Glucose = 48.21066281058012 || Glucose = 47.40042743507837 || Glucose = 46.647518316639655 || Glucose = 45.94762475180214 || Glucose = 45.29657738318297 || Glucose = 44.69030116413409 || Glucose = 44.12489803052482 || Glucose = 43.59670038718056 || Glucose = 43.102302429748775 || Glucose = 42.63847610926839 || Glucose = 42.20221747043087 || Glucose = 41.790868702541964 || Glucose = 41.40208536561967 || Glucose = 41.0338044909192 || Glucose = 40.68421417430583 || Glucose = 40.35172506414621 || Glucose = 40.034851489433656 || Glucose = 39.73231966453503 || Glucose = 39.44321695882143 || Glucose = 39.166974255221426 || Glucose = 38.9032447016057 || Glucose = 38.65181446836379 || Glucose = 38.412538543433214 || Glucose = 38.185207874535706 || Glucose = 37.969557905424494 || Glucose = 37.76527741651466 || Glucose = 37.571930661752994 || Glucose = 37.38900339720795 || Glucose = 37.216023277919575 || Glucose = 37.052548232282376 || Glucose = 36.898158350615965 || Glucose = 36.752365828183386 || Glucose = 36.61464818704905 || Glucose = 36.48455640200353 || Glucose = 36.36169565583908 || Glucose = 36.24571102516376 || Glucose = 36.13876936385343 || Glucose = 36.044472282310906 || Glucose = 35.96708126281368 || Glucose = 35.91098594405179 || Glucose = 35.88035938317533 || Glucose = 35.87895387151653 , H2 ,115.0,0.0||1.0||2.0||3.0||4.0||5.0||6.0||7.0||8.0||9.0||10.0||11.0||12.0||13.0||14.0||15.0||16.0||17.0||18.0||55.0||56.0||57.0||58.0||138.0||139.0||140.0||141.0||142.0||143.0||144.0||145.0||146.0||147.0||148.0||149.0||150.0||151.0||152.0||153.0||154.0||155.0||156.0||157.0||158.0||159.0||160.0||161.0||162.0||163.0||164.0||165.0||166.0||167.0||168.0||169.0||170.0||171.0||172.0||173.0||174.0||175.0||176.0||177.0||178.0||179.0||180.0||181.0||182.0||183.0||184.0||185.0||186.0||187.0||188.0||189.0||190.0||191.0||192.0||193.0||194.0||195.0||196.0||197.0||198.0||199.0,143.0
5,7,"if _>=146 and _<162:||data_to_prepend["glucose"]=str(float(loaded_glucose)+206)",N/A,N/A,N/A,N/A,N/A
