Scenario#,Fault#,Fault-line,Alerts,Hazards,T1,T2,T3
8,1,"if loaded_glucose > 120:||data_to_prepend["glucose"]=31",Comma unavailable,N/A,1555737393.11,0.0,N/A
8,2,"if loaded_glucose > 120:||data_to_prepend["glucose"]=43", Glucose = 250.73319731266488 || Glucose = 253.11590470827548 || Glucose = 255.5278320227395 || Glucose = 257.96705375352 || Glucose = 260.4316845690744 || Glucose = 262.9198807590121 || Glucose = 265.42984144334986 || Glucose = 267.95980956475677 || Glucose = 270.5080726849373 || Glucose = 273.0729636039113 || Glucose = 275.6528608188738 || Glucose = 278.2461888375172 || Glucose = 280.85141835914123 || Glucose = 283.46706633552526 || Glucose = 286.09169592237123 || Glucose = 288.72391633111357 || Glucose = 291.3623825900162 || Glucose = 294.00579522271306 || Glucose = 296.6528998516849 || Glucose = 299.30248673358113 || Glucose = 301.95339023278456 || Glucose = 304.604488239161 || Glucose = 307.25470153553243 || Glucose = 309.9029931200483 || Glucose = 312.54836748830076 || Glucose = 315.1898698797297 || Glucose = 317.82658549258656 || Glucose = 320.4576386714714 || Glucose = 323.0821920712172 || Glucose = 325.69944580067255 || Glucose = 328.3086365497192 || Glucose = 330.90903670266135 || Glucose = 333.49995344092906 || Glucose = 336.08072783785485 || Glucose = 338.6507339481044 || Glucose = 341.20937789417235 || Glucose = 343.75609695218964 || Glucose = 346.2903586391311 || Glucose = 348.81165980335925 || Glucose = 351.3195257202931 || Glucose = 353.8135091948503 || Glucose = 356.29318967217466 || Glucose = 358.75817235803 || Glucose = 361.2080873501178 || Glucose = 363.6425887814553 || Glucose = 366.061353976836 || Glucose = 368.4640826232879 || Glucose = 370.850495955338 || Glucose = 373.22033595579666 || Glucose = 375.57336457267974 || Glucose = 377.9093629527995 || Glucose = 380.2281306924733 || Glucose = 382.52948510572037 || Glucose = 384.8132605102433 || Glucose = 387.07930753142546 || Glucose = 389.3274924245085 || Glucose = 391.5576964150583 || Glucose = 393.76981505777104 || Glucose = 395.9637576136216 || Glucose = 398.13944644530943 || Glucose = 400.2968164309155 || Glucose = 402.43581439564394 || Glucose = 404.5563985614879 || Glucose = 406.6585380146259 || Glucose = 408.7422121903275 || Glucose = 410.8074103751211 || Glucose = 412.85413122595253 || Glucose = 414.88238230604554 || Glucose = 416.89217963715504 || Glucose = 418.8835472678903 || Glucose = 420.85651685777196 || Glucose = 422.81112727667505 || Glucose = 424.7474242193026 || Glucose = 426.66545983432565 || Glucose = 428.56529236782046 || Glucose = 430.44698582063046 || Glucose = 432.31060961927614 || Glucose = 434.15623830003597 || Glucose = 435.9839512058209 || Glucose = 437.79383219546577 || Glucose = 439.5859693650622 || Glucose = 441.36045478096173 || Glucose = 443.11738422407905 || Glucose = 444.8568569451325 || Glucose = 446.5789754304606 || Glucose = 448.2838451780609 || Glucose = 449.9715744835024 || Glucose = 451.64227423536937 || Glucose = 453.29605771990055 || Glucose = 454.93304043449547 || Glucose = 456.55333990976607 || Glucose = 458.1570755398192 || Glucose = 459.7443684204642 || Glucose = 461.3153411950462 || Glucose = 462.87011790761414 || Glucose = 464.40882386314075 || Glucose = 465.93158549451886 || Glucose = 467.43853023606715 || Glucose = 468.9297864032859 || Glucose = 470.4054830786109 || Glucose = 471.8657500029226 || Glucose = 473.31071747257346 || Glucose = 474.74051624170664 || Glucose = 476.15527742964406 || Glucose = 477.5551324331312 || Glucose = 478.9402128432323 || Glucose = 480.31065036667786 || Glucose = 481.66657675147127 || Glucose = 483.0081237165711 || Glucose = 484.3354228854701 || Glucose = 485.6486057234993 || Glucose = 486.9478034786921 || Glucose = 488.2331471260492 || Glucose = 489.50476731505177 || Glucose = 490.7627943202753 || Glucose = 492.00735799496323 || Glucose = 493.23858772742426 || Glucose = 494.4566124001232 || Glucose = 495.66156035134026 || Glucose = 496.8535593392782 || Glucose = 498.032736508503 || Glucose = 499.19921835860646 || Glucose = 500.3531307149859 || Glucose = 501.49459870163884 || Glucose = 502.62374671587537 || Glucose = 503.74069840485583 || Glucose = 504.84557664386375 || Glucose = 505.93850351622916 || Glucose = 507.01960029482086 || Glucose = 508.08898742502896 || Glucose = 509.1467845091635 || Glucose = 510.19311029219773 || Glucose = 511.2280826487871 || Glucose = 512.2518185714998 || Glucose = 513.2644341601958 || Glucose = 514.2660446124949 || Glucose = 515.2567642152769 || Glucose = 516.2367063371612 || Glucose = 517.2059834219107 || Glucose = 518.1647069827137 || Glucose = 519.112987597296 || Glucose = 520.0509349038164 || Glucose = 520.9786575975053 || Glucose = 521.8962634280037 || Glucose = 522.8038591973648 || Glucose = 523.7015507586792 || Glucose = 524.5894430152917 || Glucose = 525.4676399205724 || Glucose = 526.3362444782119 || Glucose = 527.1953587430102 || Glucose = 528.0450838221288 || Glucose = 528.885519876781 , H1 ,0.0,14475.9300001||14777.3700001||15078.8199999||15380.4300001||15682.05||15983.6600001||16285.5||16587.3199999||16888.8700001||17190.45||17492.04||17793.5999999||18095.0799999||18396.6500001||18698.3600001||18999.9100001||19301.4000001||19602.96||19904.5699999||20206.1500001||20507.71||20809.25||-121050.93||-120749.42||-120447.86||-120146.35||-119844.82||-119543.25||-119241.77||-118940.15||-118638.47||-118337.02||-118035.61||-117734.11||-117432.58||-117130.91||-116829.24||-116527.72||-116226.2||-115924.67||-115623.09||-115321.51||-115019.95||-114718.44||-114417.06||-114115.63||-113814.24||-113512.66||-113211.17||-112909.61||-112608.07||-112306.5||-112004.99||-111703.43||-111401.84||-111100.28||-110798.7||-110497.18||-110195.67||-109894.14||-109592.34||-109290.8||-108989.27||-108687.69||-108386.08||-108084.57||-107783.01||-107481.47||-107179.89||-106878.06||-106576.45||-106274.68||-105972.96||-105671.38||-105369.83||-105068.18||-104766.5||-104464.89||-104163.33||-103861.75||-103559.99||-103258.26||-102956.66||-102655.07||-102353.46||-102051.85||-101750.15||-101448.6||-101147.02||-100845.3||-100543.76||-100242.18||-99940.5699999||-99639.0599999||-99337.47||-99035.8899999||-98734.3099999||-98432.6800001||-98131.1299999||-97829.54||-97528.0899999||-97226.5799999||-96924.9400001||-96623.1900001||-96321.55||-96019.99||-95718.3799999||-95416.79||-95115.2||-94813.6500001||-94512.01||-94210.4200001||-93908.8699999||-93607.28||-93305.5699999||-93003.99||-92702.48||-92400.99||-92099.4100001||-91797.76||-91496.1500001||-91194.54||-90892.99||-90591.3899999||-90289.8399999||-89988.24||-89686.76||-89385.1099999||-89083.5799999||-88782.1099999||-88480.5999999||-88179.1099999||-87877.49||-87575.9000001||-87274.1099999||-86972.4400001||-86670.8||-86369.1900001||-86067.6099999||-85766.03||-85464.45||-85162.9400001||-84861.54||-84560.1500001||-84258.77||-83957.3399999||-83655.9300001||-83354.3699999||-83052.8199999||-82751.22||-82449.6399999||-82148.04,18095.0774219
8,3,"if loaded_glucose > 120:||data_to_prepend["glucose"]=55", Glucose = 250.73319731266488 || Glucose = 253.11590470827548 || Glucose = 255.5278320227395 || Glucose = 257.96705375352 || Glucose = 260.4316845690744 || Glucose = 262.9198807590121 || Glucose = 265.42984144334986 || Glucose = 267.95980956475677 || Glucose = 270.5080726849373 || Glucose = 273.0729636039113 || Glucose = 275.6528608188738 || Glucose = 278.2461888375172 || Glucose = 280.85141835914123 || Glucose = 283.46706633552526 || Glucose = 286.09169592237123 || Glucose = 288.72391633111357 || Glucose = 291.3623825900162 || Glucose = 294.00579522271306 || Glucose = 296.6528998516849 || Glucose = 299.30248673358113 || Glucose = 301.95339023278456 || Glucose = 304.604488239161 || Glucose = 307.25470153553243 || Glucose = 309.9029931200483 || Glucose = 312.54836748830076 || Glucose = 315.1898698797297 || Glucose = 317.82658549258656 || Glucose = 320.4576386714714 || Glucose = 323.0821920712172 || Glucose = 325.69944580067255 || Glucose = 328.3086365497192 || Glucose = 330.90903670266135 || Glucose = 333.49995344092906 || Glucose = 336.08072783785485 || Glucose = 338.6507339481044 || Glucose = 341.20937789417235 || Glucose = 343.75609695218964 || Glucose = 346.2903586391311 || Glucose = 348.81165980335925 || Glucose = 351.3195257202931 || Glucose = 353.8135091948503 || Glucose = 356.29318967217466 || Glucose = 358.75817235803 || Glucose = 361.2080873501178 || Glucose = 363.6425887814553 || Glucose = 366.061353976836 || Glucose = 368.4640826232879 || Glucose = 370.850495955338 || Glucose = 373.22033595579666 || Glucose = 375.57336457267974 || Glucose = 377.9093629527995 || Glucose = 380.2281306924733 || Glucose = 382.52948510572037 || Glucose = 384.8132605102433 || Glucose = 387.07930753142546 || Glucose = 389.3274924245085 || Glucose = 391.5576964150583 || Glucose = 393.76981505777104 || Glucose = 395.9637576136216 || Glucose = 398.13944644530943 || Glucose = 400.2968164309155 || Glucose = 402.43581439564394 || Glucose = 404.5563985614879 || Glucose = 406.6585380146259 || Glucose = 408.7422121903275 || Glucose = 410.8074103751211 || Glucose = 412.85413122595253 || Glucose = 414.88238230604554 || Glucose = 416.89217963715504 || Glucose = 418.8835472678903 || Glucose = 420.85651685777196 || Glucose = 422.81112727667505 || Glucose = 424.7474242193026 || Glucose = 426.66545983432565 || Glucose = 428.56529236782046 || Glucose = 430.44698582063046 || Glucose = 432.31060961927614 || Glucose = 434.15623830003597 || Glucose = 435.9839512058209 || Glucose = 437.79383219546577 || Glucose = 439.5859693650622 || Glucose = 441.36045478096173 || Glucose = 443.11738422407905 || Glucose = 444.8568569451325 || Glucose = 446.5789754304606 || Glucose = 448.2838451780609 || Glucose = 449.9715744835024 || Glucose = 451.64227423536937 || Glucose = 453.29605771990055 || Glucose = 454.93304043449547 || Glucose = 456.55333990976607 || Glucose = 458.1570755398192 || Glucose = 459.7443684204642 || Glucose = 461.3153411950462 || Glucose = 462.87011790761414 || Glucose = 464.40882386314075 || Glucose = 465.93158549451886 || Glucose = 467.43853023606715 || Glucose = 468.9297864032859 || Glucose = 470.4054830786109 || Glucose = 471.8657500029226 || Glucose = 473.31071747257346 || Glucose = 474.74051624170664 || Glucose = 476.15527742964406 || Glucose = 477.5551324331312 || Glucose = 478.9402128432323 || Glucose = 480.31065036667786 || Glucose = 481.66657675147127 || Glucose = 483.0081237165711 || Glucose = 484.3354228854701 || Glucose = 485.6486057234993 || Glucose = 486.9478034786921 || Glucose = 488.2331471260492 || Glucose = 489.50476731505177 || Glucose = 490.7627943202753 || Glucose = 492.00735799496323 || Glucose = 493.23858772742426 || Glucose = 494.4566124001232 || Glucose = 495.66156035134026 || Glucose = 496.8535593392782 || Glucose = 498.032736508503 || Glucose = 499.19921835860646 || Glucose = 500.3531307149859 || Glucose = 501.49459870163884 || Glucose = 502.62374671587537 || Glucose = 503.74069840485583 || Glucose = 504.84557664386375 || Glucose = 505.93850351622916 || Glucose = 507.01960029482086 || Glucose = 508.08898742502896 || Glucose = 509.1467845091635 || Glucose = 510.19311029219773 || Glucose = 511.2280826487871 || Glucose = 512.2518185714998 || Glucose = 513.2644341601958 || Glucose = 514.2660446124949 || Glucose = 515.2567642152769 || Glucose = 516.2367063371612 || Glucose = 517.2059834219107 || Glucose = 518.1647069827137 || Glucose = 519.112987597296 || Glucose = 520.0509349038164 || Glucose = 520.9786575975053 || Glucose = 521.8962634280037 || Glucose = 522.8038591973648 || Glucose = 523.7015507586792 || Glucose = 524.5894430152917 || Glucose = 525.4676399205724 || Glucose = 526.3362444782119 || Glucose = 527.1953587430102 || Glucose = 528.0450838221288 || Glucose = 528.885519876781 , H1 ,0.0,14474.9099998||14776.55||15077.9899998||15379.4099998||15681.02||15982.5799999||16284.3399999||16585.9299998||16887.51||17189.1399999||17490.7299998||17792.3399999||18094.01||18395.6099999||18697.2099998||18998.8099999||19300.8299999||19602.55||19904.1399999||20205.6699998||20507.2399998||20808.79||21110.3199999||21411.8799999||21713.4399998||22014.9899998||22316.54||22618.0799999||22919.6799998||23221.1399999||23522.7099998||23824.3499999||24125.8799999||24427.4499998||24728.9899998||25030.55||25332.1299999||25633.6799998||25935.26||26236.8699999||26538.4799998||26839.9299998||27141.5699999||27443.1299999||27744.6999998||28046.2399998||28347.8199999||28649.3899999||28950.9499998||29252.5599999||29554.29||29856.05||30157.7399998||30459.3799999||30761.0699999||31062.5||31363.9399998||31665.3199999||31966.7299998||32268.1099999||32569.51||32871.3499999||33173.0||33474.5699999||33776.1899998||34077.7299998||34379.3||34680.8||34982.4799998||35284.2399998||35585.8499999||35887.3199999||36189.02||36490.6199999||36792.29||37093.8099999||37395.4399998||37697.0599999||37998.5799999||38300.0999999||38601.6699998||38903.1899998||39204.8199999||39506.4099998||39807.8599999||40109.25||40410.6599998||40712.1599998||41013.6599998||41315.1999998||41616.79||41918.27||42219.8599999||42521.4399998||42823.1799998||43124.6599998||43426.1599998||43727.6399999||44029.28||44330.9199998||44632.4699998||44934.05||45235.7199998||45537.3299999||45839.01||46140.8099999||46442.5999999||46744.3399999||47046.05||47347.6499999||47649.3799999||47951.0599999||48252.6499999||48554.3699999||48856.03||49157.5599999||49458.9699998||49760.4799998||50062.02||50363.6099999||50665.1999998||50966.8099999||51268.4099998||51569.9399998||51871.5||52173.1599998||52474.7199998||52776.1699998||53077.6099999||53379.1299999||53680.6299999||53982.03||54283.5699999||54585.05||54886.5599999||55188.1299999||55489.6699998||55791.26||56092.8199999||56394.4199998||56695.9599998||56997.3199999||57298.8799999||57600.53||57902.0699999||58203.6499999||58505.2099998||58806.75||59108.3299999||59409.8799999||59711.3999999||60012.9199998,18094.0085268
8,4,"if loaded_glucose > 120:||data_to_prepend["glucose"]=67", Glucose = 250.73319731266488 || Glucose = 253.11590470827548 || Glucose = 255.5278320227395 || Glucose = 257.96705375352 || Glucose = 260.4316845690744 || Glucose = 262.9198807590121 || Glucose = 265.42984144334986 || Glucose = 267.95980956475677 || Glucose = 270.5080726849373 || Glucose = 273.0729636039113 || Glucose = 275.6528608188738 || Glucose = 278.2461888375172 || Glucose = 280.85141835914123 || Glucose = 283.46706633552526 || Glucose = 286.09169592237123 || Glucose = 288.72391633111357 || Glucose = 291.3623825900162 || Glucose = 294.00579522271306 || Glucose = 296.6528998516849 || Glucose = 299.30248673358113 || Glucose = 301.95339023278456 || Glucose = 304.604488239161 || Glucose = 307.25470153553243 || Glucose = 309.9029931200483 || Glucose = 312.54836748830076 || Glucose = 315.1898698797297 || Glucose = 317.82658549258656 || Glucose = 320.4576386714714 || Glucose = 323.0821920712172 || Glucose = 325.69944580067255 || Glucose = 328.3086365497192 || Glucose = 330.90903670266135 || Glucose = 333.49995344092906 || Glucose = 336.08072783785485 || Glucose = 338.6507339481044 || Glucose = 341.20937789417235 || Glucose = 343.75609695218964 || Glucose = 346.2903586391311 || Glucose = 348.81165980335925 || Glucose = 351.3195257202931 || Glucose = 353.8135091948503 || Glucose = 356.29318967217466 || Glucose = 358.75817235803 || Glucose = 361.2080873501178 || Glucose = 363.6425887814553 || Glucose = 366.061353976836 || Glucose = 368.4640826232879 || Glucose = 370.850495955338 || Glucose = 373.22033595579666 || Glucose = 375.57336457267974 || Glucose = 377.9093629527995 || Glucose = 380.2281306924733 || Glucose = 382.52948510572037 || Glucose = 384.8132605102433 || Glucose = 387.07930753142546 || Glucose = 389.3274924245085 || Glucose = 391.5576964150583 || Glucose = 393.76981505777104 || Glucose = 395.9637576136216 || Glucose = 398.13944644530943 || Glucose = 400.2968164309155 || Glucose = 402.43581439564394 || Glucose = 404.5563985614879 || Glucose = 406.6585380146259 || Glucose = 408.7422121903275 || Glucose = 410.8074103751211 || Glucose = 412.85413122595253 || Glucose = 414.88238230604554 || Glucose = 416.89217963715504 || Glucose = 418.8835472678903 || Glucose = 420.85651685777196 || Glucose = 422.81112727667505 || Glucose = 424.7474242193026 || Glucose = 426.66545983432565 || Glucose = 428.56529236782046 || Glucose = 430.44698582063046 || Glucose = 432.31060961927614 || Glucose = 434.15623830003597 || Glucose = 435.9839512058209 || Glucose = 437.79383219546577 || Glucose = 439.5859693650622 || Glucose = 441.36045478096173 || Glucose = 443.11738422407905 || Glucose = 444.8568569451325 || Glucose = 446.5789754304606 || Glucose = 448.2838451780609 || Glucose = 449.9715744835024 || Glucose = 451.64227423536937 || Glucose = 453.29605771990055 || Glucose = 454.93304043449547 || Glucose = 456.55333990976607 || Glucose = 458.1570755398192 || Glucose = 459.7443684204642 || Glucose = 461.3153411950462 || Glucose = 462.87011790761414 || Glucose = 464.40882386314075 || Glucose = 465.93158549451886 || Glucose = 467.43853023606715 || Glucose = 468.9297864032859 || Glucose = 470.4054830786109 || Glucose = 471.8657500029226 || Glucose = 473.31071747257346 || Glucose = 474.74051624170664 || Glucose = 476.15527742964406 || Glucose = 477.5551324331312 || Glucose = 478.9402128432323 || Glucose = 480.31065036667786 || Glucose = 481.66657675147127 || Glucose = 483.0081237165711 || Glucose = 484.3354228854701 || Glucose = 485.6486057234993 || Glucose = 485.6486057234993 || Glucose = 485.6486057234993 || Glucose = 485.6486057234993 || Glucose = 490.7627943202753 || Glucose = 492.00735799496323 || Glucose = 493.23858772742426 || Glucose = 494.4566124001232 || Glucose = 495.66156035134026 || Glucose = 495.66156035134026 || Glucose = 495.66156035134026 || Glucose = 495.66156035134026 || Glucose = 495.66156035134026 || Glucose = 495.66156035134026 || Glucose = 495.66156035134026 || Glucose = 503.74069840485583 || Glucose = 504.84557664386375 || Glucose = 505.93850351622916 || Glucose = 507.01960029482086 || Glucose = 508.08898742502896 || Glucose = 509.1467845091635 || Glucose = 510.19311029219773 || Glucose = 511.2280826487871 || Glucose = 512.2518185714998 || Glucose = 513.2644341601958 || Glucose = 514.2660446124949 || Glucose = 515.2567642152769 || Glucose = 516.2367063371612 || Glucose = 517.2059834219107 || Glucose = 518.1647069827137 || Glucose = 519.112987597296 || Glucose = 520.0509349038164 || Glucose = 520.9786575975053 || Glucose = 521.8962634280037 || Glucose = 522.8038591973648 || Glucose = 523.7015507586792 || Glucose = 524.5894430152917 || Glucose = 525.4676399205724 || Glucose = 526.3362444782119 || Glucose = 527.1953587430102 || Glucose = 528.0450838221288 || Glucose = 528.885519876781 , H1 ,0.0,14473.3899999||14774.77||15076.1399999||15377.6900001||15679.26||15980.8099999||16282.3399999||16584.02||16885.9199998||17187.5699999||17489.0999999||17790.6599998||18092.3999999||18393.9299998||18695.53||18997.22||19298.9199998||19600.51||19902.1599998||20203.8199999||20505.3299999||20806.8999999||21108.46||21410.01||21711.49||22012.9099998||22314.3299999||22615.71||22917.1199999||23218.5||23519.9400001||23821.45||24122.99||24424.5899999||24726.0999999||25027.6299999||25329.1799998||25630.72||25932.26||26233.9199998||26535.5999999||26837.45||27139.3899999||27440.9099998||27742.45||28044.0||28345.6399999||28647.25||28948.9099998||29250.52||29552.1599998||29853.76||30155.3099999||30456.8799999||30758.4099998||31059.96||31361.6900001||31663.2||31964.74||32266.4299998||32567.98||32869.54||33171.0799999||33472.6199999||33774.1699998||34075.6799998||34377.22||34678.7||34980.22||35281.8299999||35583.3899999||35884.8499999||36186.45||36488.01||36789.5||37091.05||37392.6099999||37694.1399999||37995.6499999||38297.21||38598.8299999||38900.3499999||39201.8399999||39503.48||39805.01||40106.52||40408.01||40709.53||41011.0999999||41312.6699998||41614.1900001||41915.7||42217.22||42518.8||42820.3699999||43121.95||43423.49||43725.02||44026.5899999||44328.0799999||44629.46||44930.8699999||45232.48||45534.01||45835.54||46137.0599999||46438.5899999||46740.0999999||47041.6599998||47343.24||47644.79||47946.5||48247.98||48550.02||48852.5899999||49154.02||49455.53||49757.1900001||50058.9299998||-97838.8||-97537.25||-97235.8400002||-96934.4200001||-96632.3500001||-96330.4000001||-96028.3600001||-95726.8||-95425.23||-95123.6900001||-98422.0800002||-98120.51||-97818.95||-97517.3600001||-97215.8200002||-96914.25||-96612.6500001||-96311.1600001||-96009.6000001||-95708.04||-95406.46||-95104.9100001||-94803.4100001||-94501.8600001||-94200.3||-93898.7||-93597.1300001||-93295.55||-92994.05||-92692.55||-92391.05||-92089.51||-91787.98,18092.3986299
