Scenario, Faulttype,Total num, Hazard coverage
9,holdrate,12,66.7%
12,bitflip_addrate,32,62.5%
13,bitflip_decrate,34,0.0%
14,holdglucose,15,60.0%
17,bitflip_addglucose,31,87.1%
18,bitflip_decglucose,24,0.0%
19,maximize_rate,16,100.0%
20,minimize_rate,20,0.0%
21,maximize_glucose,19,100.0%
22,minimize_glucose,17,11.8%
