Scenario, Faulttype,Total num, Hazard coverage
9,holdrate,19,31.6%
12,bitflip_addrate,34,91.2%
13,bitflip_decrate,35,0.0%
14,holdglucose,11,72.7%
17,bitflip_addglucose,25,100.0%
18,bitflip_decglucose,30,26.7%
19,maximize_rate,14,85.7%
20,minimize_rate,18,0.0%
21,maximize_glucose,16,100.0%
22,minimize_glucose,18,5.6%
