Scenario, Faulttype,Total num, Hazard coverage
9,holdrate,24,91.7%
12,bitflip_addrate,31,100.0%
13,bitflip_decrate,26,69.2%
14,holdglucose,17,100.0%
17,bitflip_addglucose,32,100.0%
18,bitflip_decglucose,28,89.3%
19,maximize_rate,14,100.0%
20,minimize_rate,13,100.0%
21,maximize_glucose,22,100.0%
22,minimize_glucose,13,84.6%
