Scenario, Faulttype,Total num, Hazard coverage
9,holdrate,14,64.3%
12,bitflip_addrate,29,65.5%
13,bitflip_decrate,33,3.0%
14,holdglucose,19,84.2%
17,bitflip_addglucose,35,88.6%
18,bitflip_decglucose,29,0.0%
19,maximize_rate,16,87.5%
20,minimize_rate,19,0.0%
21,maximize_glucose,15,100.0%
22,minimize_glucose,11,0.0%
